rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundary,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
3142,Charlestown,apartment,2.0,2.0,5,1,2,2,Lowest,56,5,0,1,1,1,1,1,1,1,270,38,99,https://www.trulia.com/c/ma/boston/the-harvey-50-hood-park-dr-boston-ma-02129--2395439716
2600,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,0,0,1,1,1,1,1,1,543,76,190,https://www.trulia.com/p/ma/boston/22-monument-ave-2-boston-ma-02129--2001533982
3350,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,0,0,0,0,0,0,0,0,0,408,67,148,https://www.trulia.com/p/ma/boston/45-1st-ave-303-boston-ma-02129--2001537080
1025,Charlestown,multifamily,1.0,0.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,1,281,37,97,https://www.trulia.com/rental/4077194940-18-Allston-St-R3652-Boston-MA-02129
1050,Charlestown,multifamily,1.0,0.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,1,281,37,97,https://www.trulia.com/rental/4077194937-18-Allston-St-R3651-Boston-MA-02129
1075,Charlestown,multifamily,1.0,0.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,1,281,37,97,https://www.trulia.com/rental/4077194941-18-Allston-St-R3650-Boston-MA-02129
5750,Charlestown,multifamily,7.0,2.5,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,506,76,183,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2001534401
2225,Charlestown,apartment,1.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,1,416,67,148,https://www.trulia.com/c/ma/charlestown/the-anchorage-103-9th-st-charlestown-ma-02129--2001531631
6568,Charlestown,apartment,2.0,2.5,3,1,1,1,Lowest,56,2,0,0,0,1,0,1,1,0,382,65,141,https://www.trulia.com/c/ma/charlestown/harborview-at-the-navy-yard-250-1st-ave-charlestown-ma-02129--1001446347
3685,Charlestown,apartment,3.0,2.0,5,1,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,220,41,66,https://www.trulia.com/c/ma/charlestown/the-graphic-lofts-32-cambridge-st-charlestown-ma-02129--2001535441
1800,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,238,49,73,https://www.trulia.com/p/ma/charlestown/29-brighton-st-2-charlestown-ma-02129--2171575555
1500,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,0,1,0,0,0,0,1,1,297,44,99,https://www.trulia.com/p/ma/charlestown/9-eden-st-2r-charlestown-ma-02129--2479515887
2700,Charlestown,multifamily,3.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,462,68,166,https://www.trulia.com/p/ma/charlestown/7-mount-vernon-st-5-charlestown-ma-02129--2477484656
1500,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,1,0,0,0,0,0,1,1,0,543,75,194,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2479190170
2150,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,1,233,34,83,https://www.trulia.com/p/ma/charlestown/30-allston-st-15-charlestown-ma-02129--2283440805
2200,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,427,68,150,https://www.trulia.com/p/ma/charlestown/46-high-st-1r-charlestown-ma-02129--2479515717
2650,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,245,38,82,https://www.trulia.com/p/ma/boston/35-allston-st-2a-boston-ma-02129--2480170221
2295,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,281,37,97,https://www.trulia.com/p/ma/charlestown/10-allston-st-6-charlestown-ma-02129--2320612767
2275,Charlestown,multifamily,2.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,543,75,194,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2479182988
1700,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,498,70,177,https://www.trulia.com/p/ma/boston/31-pleasant-st-1-boston-ma-02129--2479027958
1750,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,511,74,181,https://www.trulia.com/p/ma/charlestown/24-mount-vernon-st-3-charlestown-ma-02129--2462168094
3300,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,2,0,0,0,1,1,0,0,0,426,64,146,https://www.trulia.com/p/ma/boston/85-ferrin-st-3-boston-ma-02129--2171576206
2295,Charlestown,multifamily,2.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,543,75,194,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2479184524
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,361,64,123,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2315883160
2400,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,192,32,50,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2187770486
2600,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,258,38,93,https://www.trulia.com/p/ma/boston/33-essex-st-2-boston-ma-02129--2195503203
1850,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,543,75,194,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2477648531
3300,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,231,32,81,https://www.trulia.com/p/ma/charlestown/2-sackville-st-3-charlestown-ma-02129--2315173397
2900,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,336,62,113,https://www.trulia.com/p/ma/charlestown/2-pearl-st-16-charlestown-ma-02129--2418481526
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,369,65,123,https://www.trulia.com/p/ma/boston/267-main-st-4a-boston-ma-02129--2462060482
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,369,65,123,https://www.trulia.com/p/ma/charlestown/275-main-st-13-l-charlestown-ma-02129--2480173859
3000,Charlestown,multifamily,3.0,2.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,237,37,82,https://www.trulia.com/p/ma/charlestown/12-albion-pl-charlestown-ma-02129--1005196689
3300,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,1,358,66,123,https://www.trulia.com/p/ma/charlestown/5-payson-pl-7-charlestown-ma-02129--2361071790
3200,Charlestown,multifamily,2.0,1.0,4,2,2,0,Lowest,56,0,0,0,0,0,0,0,1,0,589,79,206,https://www.trulia.com/p/ma/charlestown/50-harvard-st-1-charlestown-ma-02129--2001537695
4300,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,0,225,46,68,https://www.trulia.com/p/ma/boston/23-caldwell-st-2-boston-ma-02129--2172250538
2800,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,192,32,50,https://www.trulia.com/p/ma/boston/50-chappie-st-1-boston-ma-02129--2171945507
3400,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,323,54,105,https://www.trulia.com/p/ma/charlestown/15-1-2-russell-st-1-charlestown-ma-02129--2460540284
2800,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,1,348,64,112,https://www.trulia.com/p/ma/charlestown/10-salem-street-ave-51-charlestown-ma-02129--2361071265
3575,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,0,446,66,153,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2171577555
2250,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,323,54,105,https://www.trulia.com/p/ma/charlestown/109-bartlett-st-2-1-charlestown-ma-02129--2353430088
2400,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,2,0,0,1,0,0,1,1,0,302,39,100,https://www.trulia.com/p/ma/boston/96-elm-st-2-boston-ma-02129--2172026508
2500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,336,62,113,https://www.trulia.com/p/ma/boston/16-pearl-st-2-boston-ma-02129--2444300259
4200,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,0,225,46,68,https://www.trulia.com/p/ma/charlestown/23-caldwell-st-1r-charlestown-ma-02129--2365749254
2900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,294,38,99,https://www.trulia.com/p/ma/boston/77-pearl-st-2-boston-ma-02129--2001538854
2900,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,502,75,181,https://www.trulia.com/p/ma/charlestown/103-rutherford-ave-1-charlestown-ma-02129--2001531676
2250,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,326,56,105,https://www.trulia.com/p/ma/boston/109-bartlett-st-2-boston-ma-02129--2315220805
2500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,2,0,0,1,0,0,1,1,0,302,39,100,https://www.trulia.com/p/ma/boston/96-elm-st-3-boston-ma-02129--2172835044
2700,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,323,54,105,https://www.trulia.com/p/ma/boston/18-pearl-st-1-boston-ma-02129--2184236597
2900,Charlestown,multifamily,2.0,1.0,3,1,1,1,Lowest,56,3,0,0,1,1,1,0,1,1,342,68,119,https://www.trulia.com/p/ma/charlestown/106-13th-st-113-charlestown-ma-02129--2001531729
2300,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,458,71,168,https://www.trulia.com/p/ma/charlestown/2-seminary-st-1-charlestown-ma-02129--2001535112
2600,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,376,64,125,https://www.trulia.com/p/ma/boston/28-cross-st-2-boston-ma-02129--2185691484
2500,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,0,0,1,0,0,0,1,0,294,38,99,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2172022015
900,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,1,0,0,0,1,1,1,255,50,80,https://www.trulia.com/rental/4077083554-14-Brighton-St-2-Boston-MA-02129
2500,Charlestown,multifamily,1.0,1.0,3,2,1,0,Lowest,56,0,0,0,0,0,0,0,1,0,621,81,218,https://www.trulia.com/p/ma/charlestown/20-harvard-st-3-charlestown-ma-02129--2001533751
3000,Charlestown,multifamily,2.0,1.0,5,1,2,2,Low,56,5,0,1,1,1,1,1,1,0,258,38,93,https://www.trulia.com/p/ma/boston/2-auburn-st-1-boston-ma-02129--2175050696
2550,Charlestown,multifamily,1.0,1.5,6,2,2,2,Lowest,56,1,0,0,1,0,0,0,1,0,376,64,125,https://www.trulia.com/p/ma/charlestown/45-green-st-1-charlestown-ma-02129--2171577346
3400,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,376,64,125,https://www.trulia.com/p/ma/boston/45-high-st-1-boston-ma-02129--2001537122
2900,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,237,37,82,https://www.trulia.com/p/ma/boston/20-albion-pl-r-boston-ma-02129--2171825479
2950,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,502,75,181,https://www.trulia.com/p/ma/boston/23-union-st-1-boston-ma-02129--2001534121
2600,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,534,78,191,https://www.trulia.com/p/ma/boston/73-main-st-boston-ma-02129--1008102770
4500,Charlestown,multifamily,4.0,2.5,6,2,2,2,Low,56,3,0,1,0,1,1,0,1,0,332,59,105,https://www.trulia.com/p/ma/charlestown/20-polk-st-20-charlestown-ma-02129--2478251667
4600,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,1,225,46,68,https://www.trulia.com/p/ma/charlestown/25-caldwell-st-2r-charlestown-ma-02129--2364732700
3500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,502,75,181,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2001534121
2200,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,270,43,91,https://www.trulia.com/p/ma/boston/368-main-st-1-boston-ma-02129--2001535862
3200,Charlestown,multifamily,2.0,1.0,5,1,2,2,Low,56,5,0,1,1,1,1,1,1,0,258,38,93,https://www.trulia.com/p/ma/boston/2-auburn-st-1-boston-ma-02129--2175050696
2450,Charlestown,multifamily,1.0,1.0,6,2,2,2,Low,56,4,0,0,1,1,1,1,1,0,262,37,87,https://www.trulia.com/p/ma/boston/45-mystic-st-1-boston-ma-02129--2001537140
2150,Charlestown,multifamily,1.0,1.0,4,2,2,0,Lowest,56,3,0,1,1,0,0,1,1,0,614,80,212,https://www.trulia.com/p/ma/boston/46-main-st-23-boston-ma-02129--2001537200
2500,Charlestown,multifamily,3.0,2.5,6,2,2,2,Lowest,56,4,0,0,1,1,1,1,1,1,418,68,148,https://www.trulia.com/p/ma/charlestown/17-green-st-2-charlestown-ma-02129--2001533015
3900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,458,71,168,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2001539297
2400,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,235,36,79,https://www.trulia.com/p/ma/boston/102-baldwin-st-3-boston-ma-02129--2001531613
2550,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,1,218,31,75,https://www.trulia.com/p/ma/charlestown/20-terminal-st-106-charlestown-ma-02129--2480181327
4000,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,1,534,78,191,https://www.trulia.com/p/ma/charlestown/7-pleasant-st-4-charlestown-ma-02129--2462396653
4500,Charlestown,singlefamily,4.0,2.5,6,2,2,2,Low,56,3,0,1,1,0,0,1,1,0,332,59,105,https://www.trulia.com/p/ma/boston/20-polk-st-boston-ma-02129--1038123755
2650,Charlestown,multifamily,1.0,1.0,6,2,2,2,Low,56,5,0,1,1,1,1,1,1,0,314,52,99,https://www.trulia.com/p/ma/boston/30-polk-st-207-boston-ma-02129--2346481706
6000,Charlestown,townhouse,3.0,2.5,8,2,3,3,Low,56,3,0,1,0,1,1,0,1,1,368,60,123,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2185609915
3300,Charlestown,multifamily,1.0,1.0,3,1,1,1,Low,56,0,0,0,0,0,0,0,1,0,494,69,177,https://www.trulia.com/p/ma/charlestown/2-6th-st-r213-charlestown-ma-02129--2479658763
2650,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,0,0,0,0,0,0,0,1,0,408,67,148,https://www.trulia.com/p/ma/charlestown/42-8th-st-2304-charlestown-ma-02129--2001536581
2500,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,4,0,0,1,1,1,1,1,0,462,68,166,https://www.trulia.com/p/ma/boston/15-mount-vernon-st-3-boston-ma-02129--2001532756
2500,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,418,68,148,https://www.trulia.com/p/ma/boston/17-green-st-2-boston-ma-02129--2001533015
2550,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,0,408,67,148,https://www.trulia.com/p/ma/charlestown/42-8th-st-5518-charlestown-ma-02129--2001536845/rent
4650,Charlestown,multifamily,3.0,2.0,8,2,3,3,Lowest,56,5,0,1,1,1,1,1,1,0,360,60,118,https://www.trulia.com/p/ma/boston/28-monument-st-2-boston-ma-02129--2172798009
4500,Charlestown,multifamily,3.0,2.5,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,215,33,76,https://www.trulia.com/p/ma/boston/428-medford-st-1-boston-ma-02129--2001536473
4500,Charlestown,multifamily,3.0,2.0,8,2,3,3,Lowest,56,5,0,1,1,1,1,1,1,0,462,68,166,https://www.trulia.com/p/ma/boston/17-tremont-st-2-boston-ma-02129--2444334344
3500,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,5,0,1,1,1,1,1,1,0,515,72,204,https://www.trulia.com/p/ma/charlestown/197-8th-st-605-charlestown-ma-02129--2001533335
5800,Charlestown,singlefamily,3.0,2.5,5,1,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,194,31,50,https://www.trulia.com/p/ma/boston/401-bunker-hill-st-boston-ma-02129--2001536267
2700,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,0,408,67,148,https://www.trulia.com/p/ma/boston/42-8th-st-2318-boston-ma-02129--2001536595
2800,Charlestown,condo,1.0,1.0,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,0,1,511,75,182,https://www.trulia.com/p/ma/boston/3-devens-st-1-boston-ma-02129--2001536198
3600,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,336,62,113,https://www.trulia.com/p/ma/boston/4-holden-row-2-boston-ma-02129--2001537623
2750,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,1,0,1,0,0,0,0,1,0,408,67,148,https://www.trulia.com/p/ma/boston/42-8th-st-2109-boston-ma-02129--2001536568
4000,Charlestown,multifamily,2.0,2.0,3,2,1,0,Lowest,56,5,0,1,1,1,1,1,1,0,621,81,218,https://www.trulia.com/p/ma/boston/15-harvard-st-2-boston-ma-02129--2001532726
6500,Charlestown,multifamily,3.0,2.5,11,3,4,4,Lowest,56,5,0,1,1,1,1,1,1,0,602,77,210,https://www.trulia.com/p/ma/boston/55-chelsea-st-55-boston-ma-02129--2262437293
2900,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,479,71,175,https://www.trulia.com/p/ma/boston/2-cordis-st-2-boston-ma-02129--2001535041
4200,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,358,66,123,https://www.trulia.com/p/ma/boston/58-high-st-1-boston-ma-02129--2001538039
4200,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,534,78,191,https://www.trulia.com/p/ma/boston/7-pleasant-st-10-boston-ma-02129--2001538992
3700,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,3,0,1,0,1,1,0,1,0,408,67,148,https://www.trulia.com/p/ma/boston/42-8th-st-2515-boston-ma-02129--2001536619
4600,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,5,0,1,1,1,1,1,1,0,511,75,182,https://www.trulia.com/p/ma/boston/108-main-st-3-boston-ma-02129--2001531847
1050,Charlestown,townhouse,1.0,1.5,5,1,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,261,40,91,https://www.trulia.com/rental/3199119571-4-Essex-St-Charlestown-MA-02129
2700,Charlestown,multifamily,1.0,2.0,5,1,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,270,43,91,https://www.trulia.com/p/ma/charlestown/356-358-main-st-33-charlestown-ma-02129--2176618650
1325,Charlestown,townhouse,4.0,3.5,6,2,2,2,Lowest,56,3,0,1,0,1,1,0,1,1,225,46,68,https://www.trulia.com/rental/4081297956-Townhome-Charlestown-MA-02129
2150,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,210,35,61,https://www.trulia.com/p/ma/charlestown/10-saint-martin-st-3-charlestown-ma-02129--2442083180
2900,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,329,53,107,https://www.trulia.com/p/ma/charlestown/85-school-st-3-charlestown-ma-02129--2001539171
2900,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,329,53,107,https://www.trulia.com/p/ma/charlestown/85-school-st-1a-charlestown-ma-02129--2472974990
3000,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,255,50,80,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2444964157
3150,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,0,0,0,0,0,0,0,1,0,426,64,146,https://www.trulia.com/p/ma/charlestown/85-ferrin-st-charlestown-ma-02129--1041231156
3000,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,427,68,150,https://www.trulia.com/p/ma/charlestown/28-cordis-st-2-1-charlestown-ma-02129--2357501083
1700,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,210,35,61,https://www.trulia.com/p/ma/boston/370-bunker-hill-st-1-boston-ma-02129--2001535932
3300,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,0,1,0,0,1,0,1,1,255,50,80,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2361121922
2850,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,345,59,113,https://www.trulia.com/p/ma/charlestown/283-main-st-2-charlestown-ma-02129--2474178621
3150,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,4,0,0,1,1,1,1,1,0,400,65,135,https://www.trulia.com/p/ma/charlestown/3-bartlett-st-2-charlestown-ma-02129--2172021491
2400,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,1,0,1,0,0,0,0,1,1,333,58,110,https://www.trulia.com/p/ma/charlestown/191-bunker-hill-st-203-charlestown-ma-02129--2121698632
3300,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,2,0,0,1,0,0,1,1,0,426,64,146,https://www.trulia.com/p/ma/charlestown/85-ferrin-st-13-charlestown-ma-02129--2474458703
3300,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,2,0,0,1,0,0,1,1,0,426,64,146,https://www.trulia.com/p/ma/charlestown/85-ferrin-st-3-charlestown-ma-02129--2171576206
2900,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,1,0,0,1,0,0,0,1,0,329,53,107,https://www.trulia.com/p/ma/boston/85-school-st-1-boston-ma-02129--2001539168
2300,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,324,53,103,https://www.trulia.com/p/ma/charlestown/31-pearl-st-2-charlestown-ma-02129--2456539904
2250,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,1,0,0,0,0,0,1,1,0,302,39,100,https://www.trulia.com/p/ma/boston/23-mystic-st-1-boston-ma-02129--2408822142
2300,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,0,0,0,0,0,0,0,1,0,358,59,120,https://www.trulia.com/p/ma/charlestown/159-bunker-hill-st-4-charlestown-ma-02129--2450459753
3000,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,427,68,150,https://www.trulia.com/p/ma/boston/28-cordis-st-1-boston-ma-02129--2176526274
2600,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,258,41,86,https://www.trulia.com/p/ma/boston/41-eden-st-1-boston-ma-02129--2171575995
2650,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,3,0,1,0,1,1,0,1,0,192,32,50,https://www.trulia.com/p/ma/charlestown/44-50-chappie-st-2-charlestown-ma-02129--2209292919
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,361,64,123,https://www.trulia.com/p/ma/charlestown/269-main-st-4-charlestown-ma-02129--2462064376
2800,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,207,34,56,https://www.trulia.com/p/ma/charlestown/66-baldwin-st-671-charlestown-ma-02129--2403113932
2500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,3,0,1,1,0,0,1,1,0,276,43,94,https://www.trulia.com/p/ma/boston/270-bunker-hill-st-4-boston-ma-02129--2001534564
2700,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,207,34,56,https://www.trulia.com/p/ma/charlestown/66-baldwin-st-672-charlestown-ma-02129--2471606560
2500,Charlestown,multifamily,2.0,1.0,8,2,3,3,Lowest,56,2,0,0,0,1,1,0,1,1,462,65,164,https://www.trulia.com/p/ma/charlestown/8-monument-sq-2-charlestown-ma-02129--2442802429
2700,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,207,34,56,https://www.trulia.com/p/ma/charlestown/71-baldwin-st-692-charlestown-ma-02129--2472092045
3650,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,0,0,0,1,1,0,1,0,564,78,200,https://www.trulia.com/p/ma/charlestown/18-devens-st-3-charlestown-ma-02129--2284038298
2800,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,427,68,150,https://www.trulia.com/p/ma/charlestown/28-cordis-st-11-charlestown-ma-02129--2316206902
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,361,64,123,https://www.trulia.com/p/ma/charlestown/271-main-st-4-charlestown-ma-02129--2315883160
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,361,64,123,https://www.trulia.com/p/ma/charlestown/267-main-st-4-charlestown-ma-02129--2171568617
1900,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,0,0,0,0,0,0,0,1,0,261,52,80,https://www.trulia.com/p/ma/boston/41-crescent-st-3-boston-ma-02129--2171945272
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,348,64,112,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2001533633
1800,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,418,68,148,https://www.trulia.com/p/ma/charlestown/110-warren-st-18-charlestown-ma-02129--2409723797
