rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife
2250,Dorchester,multifamily,3.0,1.0,18,6,6,6,Moderate,63,0,0,0,0,0,0,0,0,0,161,32,18
2670,Dorchester,multifamily,4.0,1.0,14,4,5,5,Low,63,5,1,0,1,1,1,1,0,1,118,29,18
1800,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,5,1,0,1,1,1,1,0,0,139,32,15
2650,Dorchester,multifamily,3.0,1.0,17,7,5,5,Moderate,55,0,0,0,0,0,0,0,0,0,173,33,20
2650,Dorchester,multifamily,3.0,1.0,17,7,5,5,Moderate,55,0,0,0,0,0,0,0,0,0,173,33,20
2650,Dorchester,multifamily,3.0,1.0,17,7,5,5,Moderate,55,0,0,0,0,0,0,0,0,0,173,33,20
2900,Dorchester,multifamily,4.0,1.0,19,7,6,6,High,63,2,0,0,1,0,0,1,0,1,153,33,17
2900,Dorchester,multifamily,4.0,1.0,14,4,5,5,Low,63,5,1,0,1,1,1,1,0,1,118,29,18
3300,Dorchester,multifamily,4.0,1.0,11,5,3,3,Moderate,55,5,1,0,1,1,1,1,1,1,162,28,17
2300,Dorchester,multifamily,3.0,1.0,11,3,4,4,Low,54,5,1,0,1,1,1,1,1,0,107,22,17
2000,Dorchester,multifamily,2.0,1.0,18,6,6,6,High,63,0,0,0,0,0,0,0,1,1,155,34,17
790,Dorchester,apartment,1.0,1.0,11,6,5,0,Low,54,2,0,0,1,0,1,0,1,0,132,31,16
1795,Dorchester,multifamily,2.0,1.0,17,7,5,5,Highest,54,0,0,0,0,0,0,0,1,0,128,32,17
3050,Dorchester,multifamily,4.0,2.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20
3000,Dorchester,multifamily,4.0,1.5,7,5,2,0,Moderate,55,2,0,0,1,0,0,1,0,0,187,44,25
2000,Dorchester,multifamily,2.0,1.0,19,7,6,6,Lowest,54,5,1,0,1,1,1,1,1,0,113,23,18
900,Dorchester,apartment,1.0,1.0,11,5,3,3,Moderate,54,1,0,0,1,0,0,0,1,0,139,36,19
2800,Dorchester,multifamily,4.0,1.5,11,5,3,3,Lowest,55,4,1,0,1,1,1,0,0,0,167,36,21
2800,Dorchester,multifamily,4.0,1.0,13,5,4,4,Moderate,63,4,1,0,1,1,1,0,0,1,156,30,19
880,Dorchester,apartment,1.0,1.0,12,4,4,4,Moderate,21,1,0,0,0,1,0,0,1,0,156,38,20
3800,Dorchester,multifamily,5.0,2.0,9,3,3,3,Low,54,6,1,1,1,1,1,1,0,0,101,24,15
2100,Dorchester,multifamily,2.0,1.0,14,6,4,4,Moderate,54,3,1,0,0,1,1,0,1,1,135,33,17
2200,Dorchester,multifamily,2.0,1.0,15,5,5,5,Moderate,63,1,0,0,0,0,0,1,1,1,141,30,15
4600,Dorchester,multifamily,5.0,2.0,17,7,5,5,Lowest,55,6,1,1,1,1,1,1,0,0,167,36,21
2100,Dorchester,multifamily,2.0,1.0,14,6,4,4,Moderate,54,3,1,0,0,1,1,0,1,1,135,33,17
950,Dorchester,multifamily,1.0,1.0,11,5,3,3,Moderate,54,2,0,0,1,1,0,0,1,0,139,36,19
3000,Mattapan,multifamily,4.0,1.0,15,5,5,5,Moderate,54,2,0,0,1,0,0,1,0,0,84,17,7
2700,Dorchester,multifamily,3.0,1.0,11,5,3,3,High,54,0,0,0,0,0,0,0,0,0,154,34,18
2800,Dorchester,multifamily,3.0,1.0,14,6,4,4,Moderate,54,5,1,0,1,1,1,1,1,0,133,29,14
2800,Dorchester,multifamily,3.0,1.0,11,5,3,3,Moderate,55,0,0,0,0,0,0,0,0,0,162,28,17
2500,Dorchester,multifamily,3.0,1.0,16,6,5,5,Moderate,54,1,0,0,0,0,0,1,0,1,157,37,22
2600,Mattapan,multifamily,3.0,1.0,16,6,5,5,Moderate,54,0,0,0,0,0,0,0,1,0,96,18,11
2700,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,5,1,0,1,1,1,1,0,0,178,36,20
2850,Mattapan,multifamily,4.0,1.0,15,5,5,5,Moderate,54,2,0,0,1,0,0,1,0,0,84,17,7
3400,Dorchester,multifamily,4.0,2.0,4,2,1,1,Lowest,55,1,0,0,1,0,0,0,0,0,157,30,18
3700,Dorchester,multifamily,4.0,1.0,18,8,5,5,Moderate,55,5,1,0,1,1,1,1,0,0,174,38,21
2700,Dorchester,multifamily,3.0,1.5,14,6,4,4,Lowest,55,5,1,0,1,1,1,1,0,1,167,34,21
3600,Dorchester,multifamily,4.0,1.0,4,3,1,0,Moderate,54,0,0,0,0,0,0,0,0,0,147,34,18
3200,Dorchester,multifamily,4.0,2.0,14,6,4,4,Low,63,3,1,0,0,1,1,0,0,0,171,35,20
3600,Dorchester,multifamily,4.0,2.0,4,2,1,1,Lowest,55,1,0,0,1,0,0,0,0,0,157,30,18
2600,Mattapan,multifamily,3.0,1.0,2,1,1,0,Moderate,54,0,0,0,0,0,0,0,0,0,77,17,5
2850,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,5,1,0,1,1,1,1,0,0,178,36,20
1800,Dorchester,multifamily,1.0,1.0,11,5,3,3,Lowest,54,2,1,0,0,0,0,1,1,1,117,28,20
3300,Dorchester,multifamily,4.0,2.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,1,169,33,21
2500,Dorchester,multifamily,3.0,1.5,17,5,6,6,Moderate,63,0,0,0,0,0,0,0,0,0,151,33,18
2400,Mattapan,multifamily,2.0,1.0,20,8,6,6,Lowest,54,0,0,0,0,0,0,0,1,0,97,18,12
3000,Dorchester,multifamily,3.0,1.0,15,7,4,4,Moderate,54,1,1,0,0,0,0,0,1,1,133,29,14
3200,Dorchester,multifamily,4.0,2.0,14,6,4,4,Low,63,3,1,0,0,1,1,0,1,0,171,35,20
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,0,0,64,17,13
3990,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,1,148,30,18
3990,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,0,148,30,18
3990,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,0,148,30,18
4390,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,1,148,30,18
900,Dorchester,multifamily,1.0,0.0,11,5,3,3,High,54,0,0,0,0,0,0,0,0,0,154,34,18
900,Dorchester,multifamily,1.0,0.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20
900,Dorchester,multifamily,1.0,0.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20
900,Dorchester,multifamily,1.0,0.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20
900,Dorchester,multifamily,1.0,0.0,7,3,2,2,Moderate,54,5,1,0,1,1,1,1,1,1,104,24,15
900,Dorchester,multifamily,1.0,0.0,7,3,2,2,Moderate,54,5,1,0,1,1,1,1,1,1,104,24,15
900,Dorchester,multifamily,1.0,0.0,7,3,2,2,Moderate,54,5,1,0,1,1,1,1,1,1,104,24,15
900,Dorchester,multifamily,1.0,0.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20
850,Dorchester,multifamily,1.0,0.0,16,6,5,5,Moderate,54,1,0,0,0,0,0,1,0,1,157,37,22
850,Dorchester,multifamily,1.0,0.0,16,6,5,5,Moderate,54,1,0,0,0,0,0,1,0,1,157,37,22
3900,Dorchester,multifamily,5.0,1.0,18,8,5,5,Moderate,55,5,1,0,1,1,1,1,0,0,174,38,21
3900,Dorchester,multifamily,5.0,1.0,18,8,5,5,Moderate,55,5,1,0,1,1,1,1,0,0,174,38,21
975,Dorchester,multifamily,1.0,0.0,14,6,4,4,Moderate,54,4,1,0,0,1,1,1,1,1,135,33,17
775,Dorchester,multifamily,1.0,0.0,13,5,4,4,Lowest,55,0,0,0,0,0,0,0,0,0,179,37,22
775,Dorchester,multifamily,1.0,0.0,13,5,4,4,Lowest,55,0,0,0,0,0,0,0,0,0,179,37,22
750,Dorchester,multifamily,1.0,0.0,14,6,4,4,Low,54,0,0,0,0,0,0,0,1,0,141,32,15
700,Dorchester,multifamily,1.0,0.0,9,5,4,0,Low,54,0,0,0,0,0,0,0,0,1,133,34,16
1175,Dorchester,multifamily,1.0,0.0,17,5,6,6,Moderate,63,0,0,0,0,0,0,0,0,0,151,33,18
1100,Dorchester,multifamily,1.0,0.0,14,6,4,4,Low,54,5,1,0,1,1,1,1,1,0,134,36,18
1750,Dorchester,multifamily,2.0,1.0,12,6,3,3,High,55,2,1,0,0,0,0,1,1,0,173,34,20
2200,Dorchester,multifamily,3.0,1.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,172,37,21
2350,Dorchester,multifamily,2.0,1.0,8,4,2,2,Lowest,55,1,1,0,0,0,0,0,1,1,159,39,21
2000,Dorchester,multifamily,3.0,1.0,17,5,6,6,Moderate,63,2,1,0,0,0,0,1,1,0,147,33,18
2000,Dorchester,multifamily,3.0,1.0,17,5,6,6,Moderate,53,0,0,0,0,0,0,0,1,0,159,31,16
2394,Dorchester,multifamily,3.0,1.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,174,42,22
800,Dorchester,multifamily,1.0,2.0,13,5,4,4,High,63,4,1,1,0,1,1,0,1,0,156,35,19
750,Dorchester,multifamily,4.0,1.0,19,7,6,6,High,63,2,0,0,1,0,0,1,1,0,153,33,17
3200,Dorchester,multifamily,5.0,2.0,13,5,4,4,Moderate,55,3,1,0,0,1,1,0,1,0,172,38,21
2600,Dorchester,multifamily,2.0,1.0,17,7,5,5,Lowest,55,4,1,1,0,1,1,0,1,0,167,36,21
2670,Dorchester,multifamily,4.0,1.0,14,4,5,5,Highest,63,0,0,0,0,0,0,0,1,0,118,29,18
2395,Dorchester,multifamily,3.0,1.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,174,42,22
2495,Dorchester,multifamily,3.0,1.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,173,38,21
2250,Dorchester,multifamily,3.0,1.0,15,5,5,5,Low,54,3,1,0,0,1,1,0,1,0,98,22,17
2990,Dorchester,multifamily,4.0,1.0,20,8,6,6,Moderate,55,1,1,0,0,0,0,0,1,0,176,33,20
2400,Dorchester,multifamily,3.0,1.0,11,6,5,0,Low,54,1,1,0,0,0,0,0,1,1,104,23,15
1800,Dorchester,multifamily,2.0,1.0,12,6,3,3,High,63,0,0,0,0,0,0,0,0,0,152,33,17
1800,Mattapan,multifamily,2.0,1.0,14,6,4,4,Low,54,1,1,0,0,0,0,0,1,0,87,21,12
2700,Dorchester,multifamily,4.0,1.0,11,5,3,3,Low,54,1,1,0,0,0,0,0,1,1,109,26,19
1600,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,1,1,0,0,0,0,0,1,0,139,32,15
1900,Dorchester,multifamily,2.0,1.0,15,7,4,4,High,63,0,0,0,0,0,0,0,0,0,152,33,17
2950,Dorchester,multifamily,4.0,2.0,12,6,3,3,Low,63,2,1,1,0,0,0,0,1,0,168,34,20
3000,Dorchester,multifamily,4.0,1.5,7,5,2,0,Low,55,3,1,0,0,1,1,0,1,0,187,44,25
1950,Dorchester,multifamily,2.0,1.0,14,4,5,5,Lowest,54,1,1,0,0,0,0,0,1,1,97,21,17
1850,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,139,32,15
1850,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,139,32,15
1850,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,139,32,15
2500,Dorchester,multifamily,3.0,1.5,17,5,6,6,Moderate,63,2,1,0,1,0,0,0,1,0,151,33,18
2700,Dorchester,multifamily,3.0,1.5,14,6,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,167,34,21
4500,Dorchester,multifamily,5.0,2.0,17,7,5,5,Lowest,55,3,1,0,0,1,1,0,1,0,167,36,21
2500,Dorchester,multifamily,2.0,1.5,13,5,4,4,Low,55,3,1,0,0,1,1,0,1,1,180,43,22
4000,Dorchester,multifamily,5.0,2.0,17,5,6,6,Low,54,4,1,1,0,1,1,0,1,0,120,29,18
3060,Dorchester,multifamily,4.0,1.5,7,5,2,0,Moderate,55,0,0,0,0,0,0,0,1,0,187,44,25
4500,Dorchester,multifamily,5.0,2.0,11,5,3,3,Lowest,55,0,0,0,0,0,0,0,1,0,158,33,21
1950,Mattapan,multifamily,2.0,1.0,19,7,6,6,Lowest,54,5,1,0,1,1,1,1,1,0,101,19,12
2850,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,0,0,0,0,0,0,0,1,0,178,36,20
2100,Dorchester,multifamily,2.0,1.0,11,6,5,0,Low,63,1,1,0,0,0,0,0,1,1,105,23,15
2350,Dorchester,multifamily,3.0,1.0,15,5,5,5,Highest,63,5,1,0,1,1,1,1,1,0,133,33,18
2400,Dorchester,multifamily,3.0,1.0,18,6,6,6,Low,63,1,0,0,0,0,0,1,0,0,150,32,18
2800,Dorchester,multifamily,4.0,1.5,11,5,3,3,Lowest,55,3,1,0,0,1,1,0,1,0,167,36,21
2800,Mattapan,multifamily,3.0,1.0,16,6,5,5,Moderate,54,1,1,0,0,0,0,0,1,1,96,18,11
2500,Dorchester,multifamily,3.0,1.0,18,6,6,6,Moderate,63,0,0,0,0,0,0,0,1,0,153,32,18
2700,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,1,1,0,0,0,0,0,1,0,181,36,21
2800,Dorchester,multifamily,4.0,1.5,11,5,3,3,Lowest,55,2,1,1,0,0,0,0,1,0,167,36,21
2500,Dorchester,multifamily,3.0,1.0,11,5,3,3,Low,54,5,1,0,1,1,1,1,1,1,124,29,20
1800,Dorchester,multifamily,2.0,1.0,7,3,2,2,Lowest,54,0,0,0,0,0,0,0,1,0,65,17,14
3250,Dorchester,multifamily,4.0,1.0,14,6,4,4,Moderate,63,1,1,0,0,0,0,0,1,1,166,33,20
1800,Dorchester,multifamily,1.0,1.0,11,5,3,3,Lowest,54,2,1,1,0,0,0,0,1,1,117,28,20
1900,Dorchester,multifamily,2.0,1.0,13,5,4,4,Moderate,54,3,1,0,1,0,0,1,1,0,93,19,14
2300,Dorchester,multifamily,3.0,1.0,13,5,4,4,Moderate,54,1,1,0,0,0,0,0,1,0,155,35,18
2400,Dorchester,multifamily,2.0,2.0,15,5,5,5,Highest,63,3,1,0,0,1,1,0,1,0,134,33,19
2900,Mattapan,multifamily,3.0,1.0,14,6,4,4,Low,54,1,1,0,0,0,0,0,1,0,92,21,15
3000,Dorchester,multifamily,4.0,1.5,7,5,2,0,Moderate,55,0,0,0,0,0,0,0,1,0,187,44,25
4400,Dorchester,multifamily,4.0,2.0,10,4,3,3,Lowest,55,2,1,1,0,0,0,0,1,0,169,41,22
3200,Dorchester,multifamily,4.0,2.5,17,5,6,6,Lowest,54,6,1,1,1,1,1,1,1,1,132,27,19
2800,Dorchester,multifamily,3.0,1.0,7,4,3,0,Low,54,2,0,0,1,0,0,1,1,0,104,23,18
2400,Dorchester,multifamily,2.0,1.0,10,5,5,0,Lowest,63,1,1,0,0,0,0,0,1,1,104,23,15
2500,Dorchester,multifamily,3.0,1.0,7,3,2,2,Moderate,54,5,1,0,1,1,1,1,1,0,104,24,15
3750,Roxbury,townhouse,5.0,2.0,15,9,3,3,Low,53,1,1,0,0,0,0,0,1,0,144,39,19
4200,Dorchester,multifamily,4.0,2.0,12,4,4,4,Moderate,63,5,1,0,1,1,1,1,1,0,140,37,19
3200,Roxbury,multifamily,4.0,2.5,16,6,5,5,Moderate,53,3,1,0,0,1,1,0,1,1,114,33,14
2700,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,0,0,0,0,0,0,0,1,0,181,36,21
3200,Dorchester,multifamily,4.0,2.0,14,6,4,4,Low,63,3,1,0,0,1,1,0,1,0,171,35,20
3600,Dorchester,multifamily,4.0,2.0,4,2,1,1,Lowest,55,1,1,0,0,0,0,0,1,0,157,30,18
3000,Dorchester,multifamily,3.0,2.0,15,5,5,5,Low,53,3,1,0,0,1,1,0,1,0,165,32,18
3000,Dorchester,multifamily,3.0,2.0,14,4,5,5,Low,63,4,1,1,0,1,1,0,1,1,118,29,18
2600,Dorchester,multifamily,3.0,2.0,12,4,4,4,Moderate,63,4,1,1,0,1,1,0,1,1,156,38,20
3400,Dorchester,multifamily,3.0,2.0,20,6,7,7,Low,63,4,1,0,1,1,1,0,1,0,116,26,18
1625,Dorchester,multifamily,1.0,1.0,14,6,4,4,Low,54,2,1,0,0,0,0,1,1,0,119,28,19
2100,Dorchester,multifamily,2.0,1.0,7,4,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,104,22,17
2500,Dorchester,multifamily,2.0,1.0,15,5,5,5,High,63,2,1,1,0,0,0,0,1,1,156,31,17
3400,Dorchester,multifamily,3.0,2.0,18,6,6,6,Low,63,4,1,0,1,1,1,0,1,0,112,24,17
3500,Dorchester,multifamily,3.0,2.0,15,7,4,4,Low,63,4,1,1,0,1,1,0,1,1,167,33,20
2700,Dorchester,multifamily,3.0,1.5,11,5,3,3,Lowest,55,2,1,0,1,0,0,0,1,1,167,34,21
5585,Roxbury,multifamily,3.0,3.0,11,3,4,4,Low,53,3,1,0,0,1,1,0,1,1,149,30,16
2200,Dorchester,multifamily,2.0,1.0,7,4,3,0,Low,54,2,0,0,1,0,0,1,1,0,104,23,18
2800,Dorchester,multifamily,3.0,1.0,14,6,4,4,Moderate,54,0,0,0,0,0,0,0,1,0,107,25,17
2500,Dorchester,multifamily,3.0,1.0,11,5,3,3,Low,54,5,1,0,1,1,1,1,1,0,124,29,20
2500,Dorchester,multifamily,3.0,1.0,18,6,6,6,Low,63,2,0,1,0,0,0,1,1,0,150,32,18
2600,Mattapan,multifamily,3.0,1.0,14,6,4,4,Moderate,54,0,0,0,0,0,0,0,1,0,88,20,11
2500,Dorchester,multifamily,3.0,1.0,17,5,6,6,Low,63,5,1,0,1,1,1,1,1,0,116,26,18
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,4,1,1,0,1,1,0,1,0,64,17,13
5585,Roxbury,multifamily,3.0,3.0,11,3,4,4,Low,53,3,1,0,0,1,1,0,1,1,149,30,16
2800,Mattapan,multifamily,3.0,1.0,16,6,5,5,Moderate,54,0,0,0,0,0,0,0,1,0,96,18,11
2600,Dorchester,multifamily,2.0,1.5,7,3,2,2,Lowest,54,4,1,1,0,1,1,0,1,0,64,17,13
2400,Dorchester,multifamily,2.0,1.0,5,3,1,1,Lowest,54,5,1,0,1,1,1,1,1,0,90,19,15
2500,Dorchester,multifamily,2.0,2.0,18,6,6,6,Low,63,4,1,1,0,1,1,0,1,0,112,24,17
4495,Roxbury,multifamily,3.0,2.0,15,5,5,5,Moderate,53,1,0,0,1,0,0,0,1,0,111,34,14
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,1,0,64,17,13
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,1,0,64,17,13
2000,Dorchester,multifamily,2.0,1.5,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,1,0,64,17,13
2400,Dorchester,multifamily,2.0,1.0,10,5,5,0,Lowest,63,2,0,0,1,0,0,1,1,0,104,23,15
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,4,1,1,0,1,1,0,1,0,64,17,13
3500,Dorchester,multifamily,4.0,2.0,10,4,3,3,Lowest,55,0,0,0,0,0,0,0,1,0,164,33,20
3200,Dorchester,multifamily,4.0,3.0,10,4,3,3,Low,54,0,0,0,0,0,0,0,1,0,108,27,16
2895,Roxbury,multifamily,1.0,1.0,11,3,4,4,Low,53,3,1,0,0,1,1,0,1,1,149,30,16
2800,Jamaica Plain,multifamily,3.0,1.0,23,7,8,8,Low,21,5,1,0,1,1,1,1,1,0,327,34,69
3200,Jamaica Plain,multifamily,4.0,1.0,28,10,9,9,Moderate,23,5,1,0,1,1,1,1,0,1,276,41,41
3400,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63
3400,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,2,0,0,1,0,0,1,0,0,306,34,63
3200,Jamaica Plain,multifamily,4.0,1.0,28,10,9,9,Moderate,23,5,1,0,1,1,1,1,0,0,276,41,41
2999,Jamaica Plain,multifamily,3.0,1.0,21,7,7,7,Low,21,4,1,0,1,1,1,0,1,1,327,34,69
2999,Jamaica Plain,multifamily,3.0,1.0,21,7,7,7,Low,21,2,0,1,1,0,0,0,1,1,327,34,69
2100,Jamaica Plain,multifamily,2.0,1.0,21,7,7,7,Low,21,5,1,0,1,1,1,1,1,1,327,34,69
2500,Jamaica Plain,multifamily,3.0,1.0,3,1,1,1,Lowest,42,1,0,0,0,0,0,1,0,1,75,14,16
2600,Jamaica Plain,multifamily,3.0,1.0,22,10,6,6,High,42,5,1,0,1,1,1,1,1,1,226,37,35
2500,Jamaica Plain,multifamily,3.0,1.0,17,7,5,5,Lowest,42,0,0,0,0,0,0,0,0,0,171,34,29
2695,Jamaica Plain,multifamily,3.0,1.0,2,1,1,0,Lowest,42,2,0,0,1,0,0,1,1,0,79,16,20
2750,Jamaica Plain,multifamily,3.0,1.0,7,3,2,2,Lowest,42,4,1,0,0,1,1,1,1,1,111,25,23
2700,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,2,0,0,1,0,0,1,0,1,219,36,33
2875,Jamaica Plain,multifamily,3.0,1.0,37,13,12,12,Low,23,5,1,0,1,1,1,1,1,0,272,41,40
2700,Jamaica Plain,multifamily,3.0,1.0,25,9,8,8,Lowest,42,5,1,0,1,1,1,1,0,0,290,36,55
2700,Jamaica Plain,multifamily,3.0,1.0,10,6,2,2,Moderate,42,0,0,0,0,0,0,0,0,0,119,24,23
2700,Jamaica Plain,multifamily,3.0,1.0,31,11,10,10,Moderate,42,4,1,0,0,1,1,1,1,1,212,35,29
2600,Jamaica Plain,multifamily,3.0,1.0,17,7,5,5,Lowest,42,0,0,0,0,0,0,0,0,0,171,34,29
2400,Jamaica Plain,multifamily,3.0,1.0,12,6,3,3,High,53,5,1,0,1,1,1,1,1,1,140,33,22
2500,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,5,1,0,1,1,1,1,1,1,169,35,27
3000,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63
3000,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Low,42,4,1,0,1,1,1,0,0,0,123,28,23
2950,Jamaica Plain,multifamily,4.0,1.0,25,9,8,8,Lowest,42,0,0,0,0,0,0,0,1,1,285,34,49
3100,Jamaica Plain,multifamily,4.0,1.0,31,11,10,10,Low,42,0,0,0,0,0,0,0,0,1,245,40,35
1695,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,298,34,59
1650,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,42,0,0,0,0,0,0,0,0,0,290,36,55
2850,Jamaica Plain,multifamily,3.0,1.0,31,11,10,10,Lowest,42,5,1,0,1,1,1,1,1,0,205,34,29
2925,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,1,1,0,0,0,0,0,1,0,197,34,30
2850,Jamaica Plain,multifamily,3.0,1.0,2,1,1,0,Lowest,42,0,0,0,0,0,0,0,0,1,80,16,20
2800,Jamaica Plain,multifamily,3.0,1.0,17,7,5,5,Lowest,42,1,0,0,0,0,0,1,0,1,171,34,29
2950,Jamaica Plain,multifamily,3.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63
2800,Jamaica Plain,multifamily,3.0,1.0,26,10,8,8,Lowest,42,0,0,0,0,0,0,0,1,0,187,32,29
3525,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Moderate,42,5,1,0,1,1,1,1,1,1,119,25,24
3400,Jamaica Plain,multifamily,4.0,1.0,8,2,3,3,Lowest,42,0,0,0,0,0,0,0,0,0,91,21,18
2700,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,5,1,0,1,1,1,1,1,1,169,35,27
2595,Jamaica Plain,multifamily,3.0,1.0,18,8,5,5,Low,53,5,1,0,1,1,1,1,1,1,159,33,27
2900,Jamaica Plain,multifamily,3.0,1.0,25,9,8,8,Moderate,42,0,0,0,0,0,0,0,1,0,254,40,36
2800,Jamaica Plain,multifamily,3.0,1.0,17,7,5,5,Lowest,42,5,1,0,1,1,1,1,0,1,171,34,29
3400,Jamaica Plain,multifamily,4.0,1.0,31,11,10,10,Low,42,5,1,0,1,1,1,1,1,1,221,38,29
2995,Jamaica Plain,multifamily,4.0,1.0,12,6,3,3,High,53,5,1,0,1,1,1,1,1,1,134,26,22
1700,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,42,0,0,0,0,0,0,0,1,0,290,36,55
2700,Jamaica Plain,multifamily,3.0,1.0,20,8,6,6,Moderate,42,3,1,0,0,1,1,0,0,0,207,36,30
2700,Jamaica Plain,multifamily,3.0,1.0,20,8,6,6,Moderate,42,3,1,0,0,1,1,0,0,1,207,36,30
2195,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,0,0,298,34,59
3300,Jamaica Plain,multifamily,4.0,1.0,3,1,1,1,Lowest,42,5,1,0,1,1,1,1,0,1,85,20,17
3200,Jamaica Plain,multifamily,4.0,1.0,2,1,1,0,Lowest,42,4,1,0,0,1,1,1,1,1,85,20,20
3200,Jamaica Plain,multifamily,4.0,1.0,26,10,8,8,Low,42,2,0,0,1,0,0,1,1,0,187,32,29
2950,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,5,1,0,1,1,1,1,1,0,202,35,30
3050,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,5,1,0,1,1,1,1,1,1,217,36,32
3075,Jamaica Plain,multifamily,3.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63
3075,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,5,1,0,1,1,1,1,1,1,202,35,30
2950,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,5,1,0,1,1,1,1,1,1,202,35,30
2850,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Low,53,5,1,0,1,1,1,1,0,1,129,30,23
3000,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,4,1,0,0,1,1,1,1,1,306,34,63
2400,Jamaica Plain,multifamily,4.0,1.0,12,6,3,3,High,53,2,1,0,1,0,0,0,1,1,140,33,22
2795,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,3,1,0,0,1,1,0,0,1,169,35,27
2745,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,3,1,0,0,1,1,0,0,1,169,35,27
2750,Jamaica Plain,multifamily,3.0,1.0,12,6,3,3,Low,53,4,1,0,0,1,1,1,1,1,167,34,28
2795,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,3,1,0,0,1,1,0,0,1,169,35,27
