rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife
2790,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,3,1,0,1,0,0,1,1,0,1067,125,405
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,3,0,1,1,0,0,1,1,0,1061,124,399
2195,Back Bay/ Beacon Hill,multifamily,1.0,1.0,8,8,0,0,Lowest,21,2,1,0,0,0,0,1,1,0,1074,127,410
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Lowest,21,1,0,0,0,0,0,1,1,0,1058,120,400
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,1,0,1105,126,421
3300,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,8,0,0,Lowest,21,2,0,0,1,0,0,1,0,0,1061,124,399
3150,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,8,0,0,Lowest,21,2,0,0,1,0,0,1,0,0,1061,124,399
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1058,120,400
2500,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,0,0,1074,127,410
3175,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,2,0,0,1,0,0,1,1,1,1070,127,404
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,21,0,0,0,0,0,0,0,0,0,1112,129,425
3150,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,0,0,0,0,0,1,0,0,1069,126,395
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,3,1,0,0,1,1,0,0,0,1039,125,387
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,4,1,0,0,1,1,1,1,0,1025,116,388
2395,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Low,21,1,0,0,0,0,0,1,0,1,1087,126,417
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,8,8,0,0,Lowest,21,0,0,0,0,0,0,0,0,1,1061,124,399
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,2,0,0,1,0,0,1,0,1,1069,126,395
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,2,0,0,1,0,0,1,0,1,1069,126,395
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,3,1,0,1,0,0,1,1,0,1049,121,395
3095,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,2,0,0,1,0,0,1,0,0,1087,126,417
2295,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Low,21,2,0,0,1,0,0,1,0,0,1087,126,417
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,4,1,0,1,1,1,0,0,0,1039,125,387
3300,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,8,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1061,124,399
2950,Back Bay/ Beacon Hill,multifamily,2.0,2.0,7,7,0,0,High,21,2,1,0,0,0,0,1,1,0,1044,117,383
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1036,126,388
4500,Back Bay/ Beacon Hill,multifamily,3.0,1.0,7,7,0,0,Lowest,21,1,0,0,1,0,0,0,1,0,1067,125,405
2575,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,0,0,0,0,0,0,0,0,0,1069,126,395
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,0,0,0,0,0,0,0,0,1,1069,126,395
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,1,1049,121,395
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,1,1,0,0,0,0,0,1,0,1036,126,388
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Low,21,4,1,0,1,1,1,0,1,0,1065,128,404
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1049,121,395
2650,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
3400,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,8,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1061,124,399
3400,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,5,1,0,1,1,1,1,0,0,998,113,368
3700,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,8,0,0,Lowest,21,5,1,0,1,1,1,1,1,1,1061,124,399
2700,Back Bay/ Beacon Hill,apartment,1.0,1.0,6,5,0,1,Low,21,3,1,1,1,0,0,0,1,1,1091,130,404
2600,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,4,1,0,0,1,1,1,1,0,1025,116,388
3000,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Low,21,5,1,0,1,1,1,1,1,0,1070,127,404
3450,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,0,0,1044,117,383
3500,Back Bay/ Beacon Hill,multifamily,2.0,2.0,6,5,0,1,Low,21,2,0,0,1,0,0,1,1,1,1112,129,425
3600,Back Bay/ Beacon Hill,multifamily,2.0,2.5,5,5,0,0,Lowest,20,5,1,0,1,1,1,1,1,0,1081,121,410
2685,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,0,0,0,0,0,0,0,1,0,1070,127,404
3600,Back Bay/ Beacon Hill,multifamily,2.0,2.5,5,5,0,0,Lowest,20,5,1,0,1,1,1,1,1,1,1081,121,410
3000,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,0,0,1036,126,388
2975,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,3,1,0,0,1,1,0,1,0,1044,117,383
2950,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,0,0,0,0,0,1,1,1,1044,117,383
2875,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,5,1,0,1,1,1,1,1,1,1070,127,404
3800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,0,0,0,0,0,0,0,0,0,998,113,368
3400,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,0,0,0,0,0,0,0,1,0,1039,125,387
3400,Back Bay/ Beacon Hill,multifamily,2.0,2.0,5,5,0,0,Lowest,20,3,1,0,0,1,1,0,1,0,1081,121,410
3200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,0,0,1105,126,421
3200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,5,1,0,1,1,1,1,0,1,998,113,368
4000,Back Bay/ Beacon Hill,multifamily,2.0,1.5,7,7,0,0,Lowest,21,3,1,0,0,1,1,0,1,0,1036,126,388
3150,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,5,1,0,1,1,1,1,0,1,998,113,368
3800,Back Bay/ Beacon Hill,multifamily,2.0,2.5,5,5,0,0,Lowest,20,5,1,0,1,1,1,1,1,1,1081,121,410
3550,Back Bay/ Beacon Hill,multifamily,2.0,2.0,6,5,0,1,Low,21,2,0,0,1,0,0,1,1,1,1112,129,425
6300,Back Bay/ Beacon Hill,multifamily,3.0,3.0,3,3,0,0,High,20,0,0,0,0,0,0,0,1,0,1040,119,392
3000,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1036,126,388
4000,Back Bay/ Beacon Hill,multifamily,2.0,1.5,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1036,126,388
4200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,High,20,0,0,0,0,0,0,0,1,0,1040,119,392
2395,Back Bay/ Beacon Hill,apartment,1.0,1.0,6,6,0,0,Lowest,21,4,1,1,1,0,0,1,1,0,1074,127,410
1800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1049,121,395
3300,Back Bay/ Beacon Hill,multifamily,3.0,1.0,7,7,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1043,123,391
2900,Back Bay/ Beacon Hill,multifamily,5.0,1.0,6,5,0,1,Low,21,2,1,0,1,0,0,0,1,0,1105,126,421
1725,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1027,116,381
2625,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1074,127,410
2550,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,3,1,0,1,0,0,1,1,0,1044,117,383
1900,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Low,21,3,1,0,1,0,0,1,1,0,1085,129,412
1800,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1049,121,395
2500,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2600,Back Bay/ Beacon Hill,singlefamily,2.0,1.0,7,7,0,0,Moderate,21,0,0,0,0,0,0,0,1,0,1039,125,387
2565,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2550,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2490,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,2,1,0,0,0,0,1,1,0,1049,121,395
2595,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Low,21,0,0,0,0,0,0,0,1,0,1065,128,404
3600,Back Bay/ Beacon Hill,multifamily,3.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1044,117,383
2550,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1043,123,391
2625,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1069,126,395
2650,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,1,1,0,0,0,0,0,1,0,1043,123,391
2695,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2600,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1043,124,388
2650,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,3,1,0,1,0,0,1,1,0,1039,125,387
1875,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1067,125,405
2400,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1069,126,395
2500,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2500,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,5,0,2,Lowest,20,3,1,0,0,1,1,0,1,0,1129,126,414
2550,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1043,123,391
2725,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1049,121,395
3800,Back Bay/ Beacon Hill,multifamily,3.0,1.0,8,8,0,0,Lowest,21,2,1,0,0,0,0,1,1,0,1074,127,410
1950,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,3,1,1,0,0,0,1,1,0,1025,116,388
2100,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1036,126,388
2100,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,3,1,0,1,0,0,1,1,0,1036,126,388
1795,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,31,1,1,0,0,0,0,0,1,1,1025,116,388
2400,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1043,124,388
2525,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1044,117,383
2100,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,998,113,368
4075,Back Bay/ Beacon Hill,multifamily,3.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1022,121,377
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1049,121,395
2700,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,2,1,1,0,0,0,0,1,0,1043,123,391
1900,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,5,0,1,Low,21,1,1,0,0,0,0,0,1,0,1105,126,421
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,3,1,0,0,1,1,0,1,0,1049,121,395
3015,Back Bay/ Beacon Hill,multifamily,2.0,1.0,3,3,0,0,Low,20,2,1,1,0,0,0,0,1,0,1025,116,388
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1039,125,387
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,1,0,1105,126,421
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,1,0,1105,126,421
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,1,0,1105,126,421
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,4,1,1,0,1,1,0,1,0,1043,123,391
2825,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1046,122,390
2830,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1013,118,375
2750,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1013,118,375
2175,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1049,121,395
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1036,126,388
1900,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
2850,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1061,124,399
2825,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1046,122,390
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,5,0,2,Lowest,20,4,1,0,0,1,1,1,1,1,1129,126,414
2195,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1068,122,405
2500,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
2895,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1046,122,390
3100,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Low,20,1,1,0,0,0,0,0,1,0,1094,129,419
4900,Back Bay/ Beacon Hill,multifamily,4.0,2.0,5,5,0,0,Low,20,4,1,1,0,1,1,0,1,1,1094,129,419
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,3,1,0,1,0,0,1,1,0,1065,128,404
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1070,127,404
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,5,0,2,Lowest,20,4,1,0,1,1,1,0,1,0,1129,126,414
2075,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1039,125,387
2350,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,4,1,1,0,1,1,0,1,0,1022,121,377
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1044,117,383
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,1049,121,395
2100,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,1,1,0,0,0,0,0,1,0,1025,116,388
2325,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
2350,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,0,0,1,0,0,0,1,0,1058,120,400
2350,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1058,120,400
2325,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1044,117,383
3075,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,1074,127,410
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1043,124,388
2100,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1036,126,388
3125,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,1,1,0,0,0,0,0,1,0,1074,127,410
3100,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Lowest,21,3,1,0,0,1,1,0,1,0,1036,126,388
2200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,6,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1046,125,386
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,1,1,0,0,0,0,0,1,0,1085,129,412
3095,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Low,21,1,1,0,0,0,0,0,1,0,1087,126,417
2200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,6,0,1,Low,21,1,1,0,0,0,0,0,1,0,1085,129,412
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1061,124,399
2275,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,Moderate,21,1,1,0,0,0,0,0,1,0,1039,125,387
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,1,1,0,0,0,0,0,1,0,998,113,368
2395,Back Bay/ Beacon Hill,multifamily,2.0,1.0,5,2,0,3,Lowest,28,0,0,0,0,0,0,0,0,0,859,88,297
2795,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,4,1,1,Moderate,28,3,1,0,0,1,1,0,1,0,926,94,304
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,4,0,3,Lowest,28,4,1,0,0,1,1,1,1,0,957,96,323
1750,Back Bay/ Beacon Hill,multifamily,1.0,1.0,10,4,3,3,Low,28,1,0,0,0,0,0,1,0,0,746,99,256
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,3,2,2,Low,28,0,0,0,0,0,0,0,1,0,792,99,274
2900,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,3,2,2,Low,28,2,1,0,1,0,0,0,1,1,792,99,274
1850,Back Bay/ Beacon Hill,multifamily,0.0,1.0,8,6,1,1,Lowest,28,5,1,0,1,1,1,1,1,0,1099,118,396
3300,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,6,1,1,Lowest,28,3,1,0,0,1,1,0,0,1,1134,126,415
3000,Back Bay/ Beacon Hill,multifamily,2.0,1.0,8,6,1,1,Lowest,28,3,1,0,0,1,1,0,0,1,1134,126,415
3750,Back Bay/ Beacon Hill,multifamily,3.0,1.0,8,2,3,3,High,32,3,0,1,1,0,0,1,1,0,617,83,229
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,5,2,0,3,Moderate,28,4,1,0,0,1,1,1,1,1,765,81,272
4400,Back Bay/ Beacon Hill,multifamily,3.0,1.0,7,3,2,2,Low,28,5,1,0,1,1,1,1,1,0,792,99,274
3975,Back Bay/ Beacon Hill,multifamily,3.0,1.0,8,2,3,3,High,32,3,0,1,1,0,0,1,1,0,617,83,229
4800,Back Bay/ Beacon Hill,multifamily,3.0,1.5,14,4,5,5,High,28,1,0,0,1,0,0,0,0,0,868,109,288
2275,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Moderate,21,1,0,0,0,0,0,1,1,0,765,81,272
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,2,2,2,Low,21,5,1,0,1,1,1,1,1,1,684,70,235
2800,Back Bay/ Beacon Hill,multifamily,2.0,1.0,3,1,0,2,Lowest,21,5,1,0,1,1,1,1,1,1,658,65,253
2280,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Moderate,21,1,0,0,0,0,0,1,1,0,765,81,272
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,3,2,2,Low,28,2,0,0,1,0,0,1,0,0,792,99,274
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Lowest,28,4,1,0,0,1,1,1,0,0,858,90,298
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,3,1,1,Moderate,28,0,0,0,0,0,0,0,1,0,843,85,300
2350,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Moderate,21,2,1,0,0,0,0,1,1,0,765,81,272
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,3,1,1,High,28,3,1,0,1,0,0,1,1,0,1046,120,358
2450,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Lowest,28,4,1,0,0,1,1,1,0,0,858,90,298
2400,Back Bay/ Beacon Hill,multifamily,1.0,1.0,8,6,1,1,Lowest,28,3,1,0,1,0,0,1,1,0,1134,126,415
3000,Back Bay/ Beacon Hill,multifamily,2.0,2.0,8,6,1,1,Lowest,28,4,1,0,0,1,1,1,0,1,1134,126,415
3100,Back Bay/ Beacon Hill,multifamily,2.0,1.0,9,3,3,3,Lowest,21,0,0,0,0,0,0,0,1,0,693,91,239
3200,Back Bay/ Beacon Hill,multifamily,2.0,1.0,5,2,0,3,Lowest,21,4,1,0,0,1,1,1,1,1,760,79,278
3100,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,2,2,2,Low,21,0,0,0,0,0,0,0,1,0,684,70,235
3050,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,2,2,2,Low,21,4,1,1,0,1,1,0,0,0,684,70,235
2475,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,3,1,1,Moderate,28,0,0,0,0,0,0,0,1,0,843,85,300
2425,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,3,1,1,Low,28,3,1,0,0,1,1,0,1,0,899,92,306
2225,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Moderate,21,0,0,0,0,0,0,0,1,0,743,77,267
2225,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Moderate,21,0,0,0,0,0,0,0,1,0,743,77,267
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,10,4,3,3,Low,28,5,1,0,1,1,1,1,1,1,746,99,256
2450,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,3,1,1,Moderate,28,0,0,0,0,0,0,0,1,0,843,85,300
2200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,4,1,0,3,Low,21,3,1,0,0,1,1,0,1,0,685,68,260
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,3,2,2,Low,28,2,0,0,1,0,0,1,1,0,792,99,274
2495,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,4,0,3,Lowest,28,3,1,0,1,0,0,1,1,0,945,95,314
2500,Back Bay/ Beacon Hill,multifamily,1.0,1.0,5,2,0,3,Lowest,28,3,1,0,1,0,0,1,1,1,839,86,288
4600,Back Bay/ Beacon Hill,multifamily,3.0,2.0,6,4,1,1,Moderate,28,5,1,0,1,1,1,1,0,0,927,94,302
4500,Back Bay/ Beacon Hill,multifamily,3.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,0,0,685,67,235
4500,Back Bay/ Beacon Hill,multifamily,3.0,1.0,3,1,1,1,Low,21,5,1,0,1,1,1,1,0,0,685,67,235
4000,Back Bay/ Beacon Hill,multifamily,3.0,1.0,6,2,2,2,Low,21,0,0,0,0,0,0,0,0,0,684,70,235
2600,Back Bay/ Beacon Hill,multifamily,1.0,1.0,10,4,3,3,Low,28,5,1,0,1,1,1,1,1,1,746,99,256
2300,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,1,0,2,Lowest,21,4,1,0,0,1,1,1,0,0,658,65,253
2700,Back Bay/ Beacon Hill,multifamily,1.0,1.0,6,3,0,3,Moderate,28,4,1,0,0,1,1,1,1,1,927,94,302
2700,Back Bay/ Beacon Hill,multifamily,1.0,1.0,10,4,3,3,Low,28,5,1,0,1,1,1,1,1,0,746,99,256
2320,Back Bay/ Beacon Hill,multifamily,1.0,1.0,3,1,0,2,Lowest,21,5,1,0,1,1,1,1,0,1,671,66,258
4050,Back Bay/ Beacon Hill,multifamily,3.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,0,0,685,67,235
4050,Back Bay/ Beacon Hill,multifamily,3.0,1.0,3,1,1,1,Low,21,5,1,0,1,1,1,1,0,0,685,67,235
